year,month,day,tempavg,DPavg,humidity,SLPavg,visibilityavg,windavg,Rainfall
2017,5,8,12.79,13.18,59.17,999.58,3.48,11.64,0.0
2017,5,9,19.82,18.26,65.19,1006.39,18.99,12.52,96.27
2017,5,10,7.69,10.55,43.59,994.38,2.48,1.92,0.0
2017,5,11,19.18,12.41,30.5,988.03,3.27,9.27,0.0
2017,5,12,3.92,19.29,81.68,1006.85,16.17,4.3,199.01
2017,5,13,24.31,24.31,97.77,1034.95,2.44,2.27,15.25
2017,5,14,28.63,23.98,58.03,1012.93,6.96,9.83,0.0
2017,5,15,19.47,27.88,46.34,1038.61,9.19,4.7,0.0
2017,5,16,17.51,14.48,87.4,1006.61,18.16,12.83,48.49
2017,5,17,19.21,7.88,51.81,1018.19,11.46,11.42,0.0
2017,5,18,24.83,9.89,60.23,1004.34,11.68,11.82,105.69
2017,5,19,34.61,16.65,51.38,981.6,1.81,1.83,0.0
2017,5,20,17.2,5.3,77.95,981.03,9.67,8.34,33.53
2017,5,21,23.01,19.28,69.61,1009.3,9.74,11.41,78.18
2017,5,22,32.15,18.71,43.52,1010.95,1.14,8.98,0.0
2017,5,23,11.69,11.77,76.33,1020.43,18.37,12.44,4.41
2017,5,24,23.56,20.59,74.92,1004.92,1.47,9.33,133.23
2017,5,25,33.33,2.43,87.59,1000.14,15.18,10.91,157.28
2017,5,26,19.07,26.83,67.54,1022.92,10.44,5.55,150.29
2017,5,27,24.12,13.04,65.76,1044.36,5.91,14.54,12.08
2017,5,28,19.94,29.07,38.35,1030.82,6.54,8.63,0.0
2017,5,29,32.02,23.45,36.31,986.46,7.14,8.48,0.0
2017,5,30,24.58,4.51,50.48,1008.15,10.45,9.11,0.0
2017,5,31,0.35,21.42,30.53,1036.43,5.23,9.62,0.0
2017,6,1,32.81,29.38,66.59,1031.44,16.18,13.44,1.45
2017,6,2,0.16,0.18,94.83,1012.37,8.81,0.32,47.79
2017,6,3,8.57,14.37,74.08,1024.11,4.52,1.6,1.31
2017,6,4,9.35,23.38,38.87,1007.01,16.72,6.2,0.0
2017,6,5,32.22,0.96,72.86,1031.49,18.77,1.26,182.27
2017,6,6,30.83,10.55,64.58,1047.73,18.23,8.08,148.13
2017,6,7,16.98,9.59,59.83,1005.25,1.72,8.89,0.0
2017,6,8,11.37,10.6,48.18,1007.04,7.14,4.23,0.0
2017,6,9,4.5,28.53,69.71,995.22,13.86,3.29,178.51
2017,6,10,20.35,13.22,77.64,1012.7,19.75,2.86,40.73
2017,6,11,28.53,28.17,44.0,1046.94,6.97,2.75,0.0
2017,6,12,26.67,14.7,97.97,998.12,1.36,11.28,75.34
2017,6,13,27.12,8.66,48.06,995.08,19.97,11.09,0.0
2017,6,14,5.5,5.39,64.5,994.96,4.63,11.35,38.94
2017,6,15,14.05,6.73,60.03,990.72,9.49,14.84,100.04
2017,6,16,7.13,16.51,60.56,1008.8,17.42,3.34,189.45
2017,6,17,15.84,2.52,55.66,997.7,8.54,3.27,0.0
2017,6,18,16.59,18.79,60.49,1039.27,7.87,12.02,136.95
2017,6,19,16.38,6.05,67.14,1020.47,8.21,1.03,26.05
2017,6,20,25.33,0.68,80.71,1033.78,1.84,0.79,69.32
2017,6,21,5.76,19.06,78.68,1006.38,8.99,0.05,145.66
2017,6,22,1.12,23.66,84.35,1003.45,12.17,12.66,182.74
2017,6,23,20.1,6.32,78.38,1005.21,8.39,10.66,103.14
2017,6,24,11.57,15.87,48.37,1001.88,10.97,2.12,0.0
2017,6,25,7.01,8.57,75.28,1021.91,8.86,2.07,59.74
2017,6,26,32.61,14.68,95.95,1041.27,14.42,4.61,85.71
2017,6,27,28.99,18.23,97.0,989.36,4.49,6.6,38.27
2017,6,28,9.11,13.82,95.97,993.26,9.13,10.33,53.85
2017,6,29,12.62,10.56,39.25,994.29,4.59,4.42,0.0
2017,6,30,1.7,21.9,51.49,1006.54,16.48,14.72,0.0
2017,7,1,21.65,6.78,38.81,985.57,8.08,6.52,0.0
2017,7,2,1.97,18.25,53.66,1028.08,13.28,1.8,0.0
2017,7,3,12.5,26.27,57.54,1032.91,3.88,0.94,0.0
2017,7,4,6.3,11.85,53.6,980.54,7.27,4.48,0.0
2017,7,5,28.95,14.24,36.8,1008.14,19.77,0.09,0.0
2017,7,6,11.97,9.8,92.49,996.32,6.57,8.69,117.7
2017,7,7,2.96,12.21,52.78,988.33,14.42,7.13,0.0
2017,7,8,25.44,22.0,59.1,1010.6,18.97,8.26,0.0
2017,7,9,9.02,2.92,37.27,999.48,9.74,12.76,0.0
2017,7,10,2.17,10.58,61.11,1048.4,12.92,1.43,33.51
2017,7,11,5.84,19.01,78.38,1019.7,11.99,10.73,62.03
2017,7,12,22.81,17.02,68.12,1012.8,7.55,8.99,68.65
2017,7,13,5.68,16.25,76.09,1027.32,19.75,0.36,102.62
2017,7,14,8.98,13.02,75.95,992.86,18.82,11.69,9.62
2017,7,15,20.77,14.24,98.9,999.2,19.13,4.21,90.63
2017,7,16,15.18,13.04,94.53,1049.71,15.71,3.22,80.47
2017,7,17,2.24,16.34,59.84,1015.69,3.39,1.2,0.0
2017,7,18,34.93,26.19,99.17,1008.63,2.62,0.03,194.25
2017,7,19,0.87,9.43,57.7,1032.27,14.88,7.3,0.0
2017,7,20,7.02,18.66,35.29,1026.09,17.18,8.63,0.0
2017,7,21,31.98,4.65,94.02,1010.85,1.74,7.17,6.96
2017,7,22,3.2,1.37,37.57,999.05,10.68,5.61,0.0
2017,7,23,5.07,9.81,43.34,1034.44,2.41,6.33,0.0
2017,7,24,28.36,29.67,69.82,1019.99,2.27,0.55,194.17
2017,7,25,16.31,5.87,87.62,1007.05,19.27,2.4,29.41
2017,7,26,4.49,14.31,66.15,1043.16,1.62,2.85,104.39
2017,7,27,4.73,15.7,64.56,1040.0,16.15,8.96,122.89
2017,7,28,29.02,10.05,89.08,1046.31,10.74,12.39,133.45
2017,7,29,15.52,5.16,38.24,1006.62,17.23,1.56,0.0
2017,7,30,18.51,16.35,56.82,1014.57,12.52,6.95,0.0
2017,7,31,12.5,6.86,99.57,995.8,18.25,14.67,18.04
2017,8,1,18.78,29.82,41.06,1045.68,18.03,0.75,0.0
2017,8,2,11.78,8.7,95.57,992.61,16.26,0.36,16.11
2017,8,3,32.31,16.87,86.38,1014.96,12.68,4.98,160.27
2017,8,4,28.59,8.83,49.7,1005.97,1.54,0.2,0.0
2017,8,5,7.81,19.92,37.37,981.51,10.87,9.38,0.0
2017,8,6,33.07,9.56,44.11,980.62,8.94,7.84,0.0
2017,8,7,24.78,7.34,72.36,986.79,14.4,7.21,188.15
2017,8,8,3.68,16.43,52.55,1024.66,15.2,14.83,0.0
2017,8,9,2.47,0.24,93.19,993.03,14.19,12.43,188.95
2017,8,10,5.74,28.06,85.33,1042.96,16.08,0.48,67.91
2017,8,11,20.0,1.94,64.28,1017.81,12.99,12.04,100.74
2017,8,12,12.61,4.83,83.57,985.45,3.0,4.53,67.05
2017,8,13,18.15,27.09,74.6,1032.98,11.27,0.16,156.63
2017,8,14,33.2,4.1,48.08,1016.27,1.28,1.01,0.0
2017,8,15,27.32,27.24,60.33,1005.98,10.74,10.26,170.78
2017,8,16,27.96,6.01,38.26,1032.25,3.67,12.69,0.0
2017,8,17,11.77,20.6,40.56,1029.61,2.5,8.01,0.0
2017,8,18,4.5,20.64,90.08,1035.06,1.98,9.68,57.22
2017,8,19,28.72,2.37,84.97,1046.57,6.19,2.9,92.51
2017,8,20,11.46,5.5,98.82,1035.76,12.31,14.34,63.44
2017,8,21,25.53,3.56,91.7,1013.83,13.78,0.95,116.45
2017,8,22,14.57,29.01,85.92,1029.9,18.93,0.11,150.62
2017,8,23,20.65,10.6,95.07,987.14,3.51,3.4,15.29
2017,8,24,0.27,27.56,31.93,1004.76,16.34,14.31,0.0
2017,8,25,6.11,1.06,87.85,1032.26,13.66,2.88,54.71
2017,8,26,33.09,10.7,96.05,1048.43,3.66,1.07,155.88
2017,8,27,0.05,1.97,96.03,1042.21,5.58,3.69,136.8
2017,8,28,33.56,29.18,90.44,986.38,17.75,13.84,182.65
2017,8,29,15.43,16.83,38.06,1006.83,13.49,2.28,0.0
2017,8,30,10.84,0.28,40.69,1038.74,13.72,7.6,0.0
2017,8,31,29.32,11.57,90.04,984.75,6.58,2.74,74.45
2017,9,1,0.42,28.11,31.92,1026.79,7.44,14.18,0.0
2017,9,2,26.36,0.93,40.75,1031.02,6.26,7.14,0.0
2017,9,3,11.5,1.71,72.19,1030.53,16.66,1.66,10.32
2017,9,4,7.86,15.35,89.27,982.72,13.47,5.33,12.16
2017,9,5,22.32,24.07,40.7,1004.66,9.78,10.57,0.0
2017,9,6,22.62,7.09,83.62,998.16,14.14,1.33,168.28
2017,9,7,2.36,10.21,56.31,982.66,1.81,2.2,0.0
2017,9,8,17.88,17.3,43.13,1007.5,10.57,1.73,0.0
2017,9,9,11.63,22.22,36.87,1028.34,11.69,7.24,0.0
2017,9,10,10.01,3.11,44.64,984.03,2.78,14.5,0.0
2017,9,11,15.8,22.45,52.03,991.75,6.42,14.74,0.0
2017,9,12,2.18,0.72,38.0,1014.56,17.89,1.18,0.0
2017,9,13,11.57,21.44,38.91,989.58,18.18,11.05,0.0
2017,9,14,27.11,2.85,45.94,1001.06,16.97,12.14,0.0
2017,9,15,28.82,8.23,60.17,997.03,13.93,12.89,44.87
2017,9,16,16.07,1.39,53.22,986.76,12.04,10.49,0.0
2017,9,17,19.13,27.37,79.08,1037.16,13.85,5.27,34.98
2017,9,18,21.24,13.12,89.09,1027.97,11.37,5.48,71.63
2017,9,19,8.74,26.12,63.93,1000.62,5.23,2.8,14.35
2017,9,20,16.69,21.66,46.64,1021.15,1.19,8.16,0.0
2017,9,21,9.04,7.71,92.57,1030.18,10.44,2.71,128.65
2017,9,22,23.38,3.86,50.63,991.18,8.48,4.39,0.0
2017,9,23,28.11,12.68,72.39,1035.61,1.13,11.85,77.68
2017,9,24,13.16,24.53,61.76,1001.93,13.51,9.23,136.6
2017,9,25,3.94,14.05,40.07,991.26,9.56,3.28,0.0
2017,9,26,25.47,15.41,60.41,1011.24,18.8,2.09,138.56
2017,9,27,21.71,25.35,66.75,993.85,15.38,6.03,37.41
2017,9,28,3.68,0.11,93.24,1015.8,18.64,14.73,158.72
2017,9,29,15.18,12.23,33.08,1031.06,12.67,0.01,0.0
2017,9,30,25.83,28.92,88.62,1047.96,12.57,8.14,38.07
2017,10,1,29.06,4.57,79.11,983.56,8.67,8.46,46.81
2017,10,2,16.68,0.68,61.85,1007.26,18.22,9.7,171.25
2017,10,3,23.38,6.34,61.89,1022.51,6.24,7.84,151.31
2017,10,4,22.14,7.65,77.95,1013.0,16.1,3.45,27.42
2017,10,5,33.7,14.12,64.52,1035.79,7.25,11.97,49.23
2017,10,6,0.34,14.89,90.95,994.12,2.05,11.25,49.72
2017,10,7,13.78,9.84,52.67,1034.11,13.26,9.95,0.0
2017,10,8,21.29,1.52,63.55,1046.53,10.21,12.37,16.09
2017,10,9,28.94,19.51,95.47,1006.29,14.77,10.95,112.76
2017,10,10,13.74,25.25,78.92,1029.99,2.5,11.22,6.49
2017,10,11,6.92,3.91,63.87,1043.87,13.44,6.57,185.9
2017,10,12,6.79,11.98,35.81,1030.14,3.98,9.12,0.0
2017,10,13,20.4,29.78,96.31,994.88,19.9,5.89,35.46
2017,10,14,22.14,26.64,98.43,986.26,19.3,2.08,193.5
2017,10,15,5.55,14.97,70.26,1016.25,7.56,7.88,95.23
2017,10,16,13.8,28.6,73.71,1023.06,2.2,3.52,116.86
2017,10,17,30.17,14.15,81.02,1025.43,2.37,12.65,161.57
2017,10,18,15.4,16.65,67.4,1037.69,7.84,1.58,18.92
2017,10,19,28.35,2.65,83.9,1015.16,19.36,5.83,114.26
2017,10,20,18.51,0.47,44.21,1004.55,1.33,0.1,0.0
2017,10,21,22.35,24.68,67.5,999.98,9.81,10.21,144.62
2017,10,22,6.52,17.6,67.82,981.77,16.41,14.96,127.16
2017,10,23,32.14,6.59,71.23,1025.84,13.72,14.68,3.01
2017,10,24,9.77,3.7,66.88,1014.93,8.79,1.99,177.18
2017,10,25,12.17,0.78,36.01,1025.04,10.71,11.52,0.0
2017,10,26,33.53,29.32,81.63,1008.88,10.91,10.88,105.16
2017,10,27,30.8,2.81,70.71,998.52,1.02,8.37,7.25
2017,10,28,20.12,5.26,83.34,997.67,13.39,11.84,64.28
2017,10,29,21.08,24.58,59.23,1034.89,1.42,3.95,0.0
2017,10,30,10.96,6.03,37.61,1005.02,8.78,6.09,0.0
2017,10,31,12.49,7.42,61.27,1011.62,18.16,4.01,38.21
2017,11,1,9.63,24.1,92.29,1035.31,13.62,6.66,41.95
2017,11,2,34.76,12.84,44.22,1035.49,13.35,0.84,0.0
2017,11,3,28.25,24.51,40.61,1033.28,19.02,2.97,0.0
2017,11,4,21.85,11.31,64.81,1015.91,3.49,1.5,136.03
2017,11,5,4.78,6.73,76.68,1005.83,16.64,10.08,79.38
2017,11,6,25.02,23.79,95.26,1002.13,9.34,6.12,129.98
2017,11,7,19.41,8.6,46.33,1040.46,17.46,14.51,0.0
2017,11,8,24.36,4.49,36.69,1044.65,16.87,8.22,0.0
2017,11,9,14.04,23.26,76.39,1007.69,11.99,0.32,100.81
2017,11,10,29.03,17.28,88.44,1046.08,3.0,6.92,123.76
2017,11,11,11.36,19.45,70.0,1032.97,7.83,1.56,118.53
2017,11,12,6.07,2.91,43.77,1015.74,13.1,6.99,0.0
2017,11,13,6.06,1.11,81.36,1008.88,11.96,0.95,22.04
2017,11,14,2.8,25.3,51.49,993.72,16.77,11.99,0.0
2017,11,15,16.64,29.04,68.04,1026.88,17.01,10.06,162.73
2017,11,16,23.0,29.19,60.45,1008.63,3.37,3.3,191.86
2017,11,17,9.89,22.95,41.96,1030.7,8.32,8.89,0.0
2017,11,18,12.96,22.31,96.07,1003.42,7.86,8.26,198.24
2017,11,19,3.14,6.24,77.5,986.29,7.57,13.34,24.53
2017,11,20,15.43,18.61,56.71,1042.9,13.0,8.26,0.0
2017,11,21,11.96,18.04,30.5,1032.39,7.61,7.09,0.0
2017,11,22,25.95,28.85,63.62,1044.1,14.9,2.28,3.29
2017,11,23,4.49,7.72,59.99,1015.13,9.6,1.71,0.0
2017,11,24,17.58,28.67,91.59,985.04,13.52,13.0,151.87
2017,11,25,18.06,27.65,67.02,1010.92,7.81,13.48,56.45
2017,11,26,34.9,20.4,58.63,1010.42,1.52,2.78,0.0
2017,11,27,2.1,25.54,55.48,980.62,18.95,8.01,0.0
2017,11,28,7.23,23.75,71.71,1002.0,4.13,4.92,167.04
2017,11,29,3.16,18.49,32.52,1018.58,8.09,5.64,0.0
2017,11,30,2.8,27.16,32.12,1001.6,17.34,12.94,0.0
2017,12,1,7.1,18.43,86.42,1026.88,9.22,11.19,181.6
2017,12,2,18.32,25.02,39.37,1020.57,12.1,7.17,0.0
2017,12,3,1.17,17.87,64.24,1036.73,6.3,0.43,0.76
2017,12,4,26.85,13.54,60.54,1014.37,8.47,1.33,160.45
2017,12,5,18.1,16.83,91.7,1044.06,17.12,12.71,58.73
2017,12,6,4.22,25.4,57.4,1048.05,2.44,3.47,0.0
2017,12,7,24.61,26.12,84.08,1016.94,18.44,14.56,11.2
2017,12,8,31.24,20.22,44.11,1009.91,5.28,6.64,0.0
2017,12,9,13.23,24.16,99.42,1041.66,16.11,11.5,37.62
2017,12,10,11.3,13.86,42.54,996.81,12.03,12.35,0.0
2017,12,11,25.58,19.54,88.43,1049.82,4.93,3.53,2.34
2017,12,12,22.92,10.0,96.99,1027.55,8.37,2.31,99.76
2017,12,13,10.68,5.09,66.04,1013.46,11.51,3.88,139.45
2017,12,14,31.19,15.67,61.36,1030.22,5.61,8.3,132.57
2017,12,15,1.84,15.54,73.04,1022.32,1.89,8.55,135.22
2017,12,16,18.4,15.34,33.88,1028.31,8.88,11.67,0.0
2017,12,17,9.72,29.8,48.58,1019.7,15.22,7.84,0.0
2017,12,18,0.25,26.27,96.48,984.6,7.31,4.54,103.45
2017,12,19,12.28,23.5,76.71,997.8,3.57,13.92,166.71
2017,12,20,20.02,14.82,91.3,1033.02,10.77,8.68,90.96
2017,12,21,5.41,17.4,76.54,1030.47,5.69,4.29,99.78
2017,12,22,14.49,13.22,97.17,988.97,19.67,1.81,83.26
2017,12,23,33.13,5.21,58.88,1001.67,13.89,3.39,0.0
2017,12,24,18.48,12.59,39.81,987.68,15.07,2.76,0.0
2017,12,25,17.99,7.32,90.18,996.85,11.12,4.95,184.74
2017,12,26,3.71,14.32,56.33,1007.0,2.15,6.54,0.0
2017,12,27,6.66,13.73,59.73,1048.5,4.26,9.03,0.0
2017,12,28,33.02,11.23,55.14,990.81,2.61,10.28,0.0
2017,12,29,3.6,19.53,90.96,995.23,5.56,2.33,129.21
2017,12,30,33.97,21.42,85.87,1034.79,6.64,9.4,163.53
2017,12,31,29.56,13.84,58.66,1008.88,1.03,6.47,0.0
2018,1,1,32.67,22.19,52.75,1041.59,2.22,5.18,0.0
2018,1,2,12.46,26.58,43.94,1015.71,8.45,11.09,0.0
2018,1,3,2.92,8.5,99.63,983.05,12.32,3.48,114.04
2018,1,4,17.68,28.84,78.24,997.5,18.13,1.7,73.63
2018,1,5,2.21,22.36,65.97,985.44,17.39,8.88,101.39
2018,1,6,27.67,2.01,83.88,1021.99,15.91,1.79,112.2
2018,1,7,20.57,18.77,75.62,983.55,5.17,10.12,32.7
2018,1,8,31.5,5.73,99.11,993.56,7.13,6.55,69.86
2018,1,9,8.83,28.65,63.5,1036.41,16.89,9.46,185.35
2018,1,10,2.87,8.34,96.54,1027.5,2.66,12.5,7.49
2018,1,11,6.57,11.48,80.93,1020.3,2.8,12.9,169.43
2018,1,12,32.46,23.8,30.39,1043.06,6.33,13.75,0.0
2018,1,13,17.04,18.56,65.62,1047.5,19.87,6.78,110.62
2018,1,14,7.3,18.16,38.99,1025.95,13.0,12.01,0.0
2018,1,15,20.36,17.91,97.48,1022.0,4.41,13.27,60.29
2018,1,16,34.93,8.23,38.49,1047.3,6.21,8.64,0.0
2018,1,17,30.51,5.04,37.95,1024.98,14.3,13.42,0.0
2018,1,18,9.91,2.86,81.55,1028.96,19.55,10.72,79.64
2018,1,19,33.15,4.65,94.65,987.89,16.94,0.35,137.15
2018,1,20,28.81,10.27,42.65,1030.42,2.9,6.23,0.0
2018,1,21,15.46,15.91,32.51,990.49,11.79,3.4,0.0
2018,1,22,7.25,8.47,76.13,1029.95,16.66,5.69,156.94
2018,1,23,29.93,5.76,61.37,996.83,5.39,4.47,160.79
2018,1,24,30.08,11.81,86.2,1048.63,16.71,10.47,105.01
2018,1,25,32.61,21.96,68.35,1032.77,7.68,2.86,143.12
2018,1,26,22.18,4.26,51.36,1000.41,16.65,14.74,0.0
2018,1,27,7.28,25.24,88.01,1012.17,13.36,13.06,157.92
2018,1,28,0.07,25.22,95.84,980.68,13.89,11.4,167.16
2018,1,29,27.7,0.45,90.41,1045.15,16.05,7.25,87.43
2018,1,30,14.27,29.96,32.4,988.77,18.4,12.83,0.0
2018,1,31,1.76,23.62,94.93,1002.16,8.97,10.43,135.72
2018,2,1,3.47,6.11,94.14,1021.2,17.43,7.98,160.79
2018,2,2,20.23,21.78,38.43,998.34,8.03,13.37,0.0
2018,2,3,8.52,6.81,61.68,984.26,1.5,3.55,116.18
2018,2,4,18.57,24.11,77.02,1036.61,18.01,4.81,0.43
2018,2,5,30.27,4.72,82.27,1027.72,16.76,11.55,143.21
2018,2,6,2.42,6.97,86.12,1033.05,9.32,12.31,46.54
2018,2,7,17.28,8.13,30.39,1014.64,19.49,0.03,0.0
2018,2,8,7.51,22.46,92.16,1030.24,10.56,8.71,3.63
2018,2,9,23.78,17.44,74.18,1014.99,15.98,7.5,115.73
2018,2,10,13.46,12.93,52.5,1015.37,16.57,6.64,0.0
2018,2,11,25.28,27.34,50.31,986.5,3.46,3.12,0.0
2018,2,12,11.73,16.17,53.24,1047.8,4.91,0.45,0.0
2018,2,13,27.85,3.13,40.12,986.0,8.08,11.12,0.0
2018,2,14,6.16,17.14,93.23,1047.41,16.71,11.02,91.93
2018,2,15,19.18,17.2,93.15,982.15,1.85,12.75,199.81
2018,2,16,15.06,19.26,48.87,1032.03,10.94,3.48,0.0
2018,2,17,18.01,11.24,31.63,1030.04,18.15,1.79,0.0
2018,2,18,4.82,12.31,89.67,1008.65,18.55,14.47,23.06
2018,2,19,2.89,1.41,84.42,985.94,10.03,3.29,155.69
2018,2,20,14.47,10.25,65.07,1023.7,13.03,5.9,142.43
2018,2,21,4.58,5.87,61.08,1023.5,3.19,12.77,95.65
2018,2,22,30.75,1.52,67.31,985.7,12.77,13.69,86.29
2018,2,23,25.8,0.14,73.9,1012.06,17.56,2.09,167.54
2018,2,24,19.63,9.24,63.46,1040.44,12.41,8.12,41.06
2018,2,25,13.45,2.29,42.55,984.48,8.97,11.98,0.0
2018,2,26,19.8,2.68,31.85,1034.38,10.2,11.68,0.0
2018,2,27,21.45,5.91,51.07,1049.54,2.6,0.9,0.0
2018,2,28,0.39,18.86,81.44,983.04,9.82,11.29,116.75
2018,3,1,8.9,11.03,70.74,1003.21,5.83,1.32,33.29
2018,3,2,24.73,5.49,59.01,1020.48,16.22,13.68,0.0
2018,3,3,15.66,11.69,51.09,986.82,5.58,0.2,0.0
2018,3,4,19.15,22.02,71.97,1030.96,15.13,3.2,130.55
2018,3,5,17.13,9.99,41.08,994.29,9.67,8.39,0.0
2018,3,6,22.66,11.53,44.53,1006.9,18.92,1.04,0.0
2018,3,7,8.55,4.75,54.56,1030.42,9.61,12.48,0.0
2018,3,8,1.12,5.68,55.37,1003.02,10.67,6.28,0.0
2018,3,9,16.65,18.88,56.27,1015.75,14.8,12.47,0.0
2018,3,10,3.11,12.47,34.9,982.11,9.74,0.17,0.0
2018,3,11,26.29,5.78,33.58,998.77,6.4,2.65,0.0
2018,3,12,7.67,6.98,58.53,985.48,1.65,1.17,0.0
2018,3,13,24.6,15.94,71.43,994.93,3.25,2.4,13.41
2018,3,14,21.83,13.53,70.52,1048.26,2.09,2.07,87.01
2018,3,15,32.96,14.87,92.41,987.75,8.8,7.38,9.81
2018,3,16,29.1,27.89,41.42,1010.96,19.03,11.83,0.0
2018,3,17,12.53,6.51,99.76,1023.95,8.49,5.61,153.76
2018,3,18,33.06,26.55,42.01,1037.55,12.43,10.96,0.0
2018,3,19,18.09,23.16,98.99,1031.27,19.37,2.51,20.56
2018,3,20,2.12,2.54,44.18,1028.87,5.54,14.71,0.0
2018,3,21,29.17,21.25,56.04,1011.1,7.7,8.64,0.0
2018,3,22,14.81,2.47,36.37,1038.74,13.51,5.69,0.0
2018,3,23,23.71,15.83,94.45,1025.01,6.29,14.1,33.2
2018,3,24,27.03,10.38,85.71,1024.33,19.46,9.57,59.53
2018,3,25,29.89,27.68,54.42,984.98,8.73,12.56,0.0
2018,3,26,25.95,3.37,71.92,1010.86,13.74,12.44,171.85
2018,3,27,1.16,0.39,77.95,1036.92,2.33,9.17,135.05
2018,3,28,19.87,11.63,34.62,988.61,12.27,10.11,0.0
2018,3,29,31.5,17.99,72.13,983.56,5.14,7.42,12.19
2018,3,30,34.27,9.59,81.52,989.91,2.94,5.8,168.54
2018,3,31,13.55,29.98,74.05,1048.19,17.88,1.15,18.66
2018,4,1,2.22,13.59,88.23,1003.36,16.35,3.72,60.42
2018,4,2,10.21,17.91,81.65,1028.64,12.37,4.19,133.55
2018,4,3,19.79,19.99,60.11,1039.27,6.26,5.35,153.01
2018,4,4,3.29,25.6,67.98,980.28,2.94,1.71,68.24
2018,4,5,11.13,2.6,42.31,1046.19,11.56,1.69,0.0
2018,4,6,7.19,20.75,43.44,1001.73,13.82,10.39,0.0
2018,4,7,4.08,23.99,39.66,982.36,7.65,9.12,0.0
2018,4,8,26.32,27.4,33.37,981.59,9.62,4.17,0.0
2018,4,9,7.92,20.55,40.57,1001.23,13.07,10.76,0.0
2018,4,10,25.65,7.9,62.45,1014.13,8.22,8.62,124.48
2018,4,11,10.36,26.13,46.08,1009.17,18.03,8.83,0.0
2018,4,12,28.11,26.67,76.03,1042.43,4.39,3.27,138.01
2018,4,13,20.15,9.89,81.97,1006.28,4.59,6.83,12.35
2018,4,14,1.43,20.61,95.71,1015.71,19.89,13.96,93.45
2018,4,15,12.54,7.6,51.09,1019.88,2.78,1.2,0.0
2018,4,16,32.91,28.58,79.97,986.69,14.98,1.23,174.62
2018,4,17,27.51,14.43,62.1,1015.95,13.03,14.35,137.72
2018,4,18,32.88,8.36,46.62,1046.3,16.63,8.36,0.0
2018,4,19,0.0,7.75,51.64,1011.26,4.4,13.81,0.0
2018,4,20,1.42,16.35,41.01,1031.68,1.79,6.49,0.0
2018,4,21,20.82,12.35,41.33,986.7,17.73,6.0,0.0
2018,4,22,30.31,5.3,31.73,1025.78,8.47,4.97,0.0
2018,4,23,30.74,21.64,73.46,1044.44,14.58,0.23,86.68
2018,4,24,31.29,12.55,55.74,991.31,18.99,10.82,0.0
2018,4,25,7.96,4.92,99.11,1030.87,13.03,10.43,188.56
2018,4,26,15.64,13.75,88.77,1024.93,13.73,11.9,3.05
2018,4,27,23.9,18.38,51.37,984.84,8.96,4.19,0.0
2018,4,28,14.27,26.53,92.57,987.4,8.26,10.88,0.88
2018,4,29,19.93,25.1,93.88,1021.02,19.98,0.96,179.97
2018,4,30,4.94,19.68,79.42,997.63,1.74,2.09,155.51
2018,5,1,5.49,26.3,89.38,991.57,15.26,14.22,25.88
2018,5,2,34.41,27.61,58.68,987.11,17.56,14.93,0.0
2018,5,3,34.18,16.27,94.12,1005.46,16.78,12.31,70.77
2018,5,4,4.5,22.76,92.51,1031.54,16.38,8.23,57.82
2018,5,5,31.82,24.32,89.05,1039.62,13.89,7.46,178.82
2018,5,6,11.16,8.41,60.51,1032.8,13.47,6.05,131.52
2018,5,7,22.26,0.01,59.92,1036.11,9.79,6.69,0.0
2018,5,8,6.81,0.25,95.35,999.37,14.8,8.78,133.48
2018,5,9,20.24,28.5,77.82,1023.58,9.02,11.03,167.17
2018,5,10,11.35,24.54,45.9,1032.34,15.43,3.73,0.0
2018,5,11,19.05,14.38,63.96,1040.41,10.01,1.08,32.93
2018,5,12,15.64,16.32,63.93,1042.44,10.84,7.71,153.1
2018,5,13,24.28,23.66,89.1,1019.03,1.54,8.27,48.34
2018,5,14,29.45,27.51,93.96,991.78,15.22,5.71,91.16
2018,5,15,3.81,22.22,73.54,1041.96,3.16,6.88,58.61
2018,5,16,8.3,17.9,85.01,1044.98,18.51,0.63,111.47
2018,5,17,23.92,23.02,71.72,1034.54,11.72,14.41,193.76
2018,5,18,11.01,6.25,35.66,1001.07,13.3,0.66,0.0
2018,5,19,16.74,17.05,81.9,1027.76,7.97,7.12,17.33
2018,5,20,20.76,9.05,34.06,1019.82,3.51,0.49,0.0
2018,5,21,5.97,24.09,88.59,986.83,5.14,2.36,155.42
2018,5,22,24.38,26.17,34.78,1040.61,12.46,4.94,0.0
2018,5,23,31.56,29.52,41.23,1041.88,18.03,0.71,0.0
2018,5,24,11.14,29.85,96.7,1043.94,14.1,9.51,82.48
2018,5,25,24.21,26.83,38.33,1003.67,6.53,10.45,0.0
2018,5,26,13.73,29.55,35.13,1002.57,6.18,10.97,0.0
2018,5,27,19.22,28.11,38.62,991.98,11.22,14.16,0.0
2018,5,28,18.66,13.24,98.95,1021.58,2.04,11.72,142.53
2018,5,29,22.93,28.34,63.88,986.29,6.9,9.71,146.04
2018,5,30,20.14,19.93,58.78,1008.58,9.15,2.55,0.0
2018,5,31,14.47,10.6,33.02,1043.87,9.08,13.06,0.0
2018,6,1,8.18,20.23,97.09,1018.15,19.01,9.0,26.08
